date,city,salesperson,customername,carmake,carmodel,caryear,saleprice,commissionrate,commisionearned
12/2/2021,New York,Layla Young,Andria Gingel,Ford,Ranger,1989,49856,0.105817,5275.612352
2/2/2025,Dallas,Benjamin Kelly,Terrill Lipprose,Volvo,C70,2012,39261,0.0645,2532.3345
10/28/2024,Dallas,Isaac Brooks,Finn Walmsley,Toyota,Avalon,1995,35246,0.051258,1806.639468
11/29/2019,Jacksonville,Scarlett Ramirez,Stella McHugh,Pontiac,Firebird,1988,23314,0.123495,2879.16243
12/9/2019,Long Beach,Abigail Thomas,Isac McQuilty,Dodge,Ram 1500,2008,14145,0.10816,1529.9232
6/29/2018,Baltimore,Isaac Kelly,Aleksandr Quick,Hyundai,Sonata,2005,44833,0.110019,4932.481827
2/10/2022,Columbus,Noah Davis,Anetta Bodicum,Ford,F350,2006,16684,0.113794,1898.539096
7/11/2024,Kansas City,Sophia Hall,Judas Ropars,Pontiac,Grand Am,1992,33124,0.124763,4132.649612
9/4/2023,Columbus,Layla Sanchez,Moyra Pietraszek,Nissan,200SX,1995,29358,0.132564,3891.813912
6/14/2020,San Francisco,Alexander Thompson,Ronnie Mobberley,Hyundai,XG300,2001,28602,0.110652,3164.868504
6/7/2020,Dallas,Gabriel Rivera,Mariska McClements,Saab,9-5,2007,26077,0.140164,3655.056628
4/21/2019,Raleigh,Natalie Harris,Bili Nunes Nabarro,Infiniti,IPL G,2012,48204,0.082684,3985.699536
10/31/2021,San Antonio,Olivia Johnson,Clevie Jenney,Subaru,Forester,2003,46104,0.101582,4683.336528
3/17/2020,Minneapolis,Layla Patterson,Shaun Ankrett,Chevrolet,1500,1995,46716,0.129988,6072.519408
10/7/2020,Charlotte,Ellie Davis,Arabele Issacoff,Ford,Freestyle,2006,49595,0.120926,5997.32497
8/22/2018,Philadelphia,Mia Wilson,Dell Seiler,Mercury,Mountaineer,2007,18481,0.088453,1634.699893
12/21/2018,Tulsa,Jacob Davis,Donaugh Fabbri,Chevrolet,Suburban 2500,2010,27252,0.107423,2927.491596
3/2/2024,Seattle,Evelyn Rodriguez,Kara-lynn Lanney,Ford,Edge,2007,38597,0.091957,3549.264329
8/9/2023,Las Vegas,Natalie Harris,Nealon Vevers,Lexus,RX,2009,20367,0.092365,1881.197955
7/2/2023,Dallas,Samuel Nelson,Walt Swinfen,Ford,Aerostar,1992,37822,0.100101,3786.020022
12/21/2022,Indianapolis,Jackson Martinez,Tommy Patis,Mercedes-Benz,CL-Class,2000,28331,0.090928,2576.081168
2/18/2023,Tucson,Victoria Bailey,Steward McCrillis,Volkswagen,Touareg,2006,23336,0.085755,2001.17868
6/2/2018,Las Vegas,Julian Cooper,Erda Logsdail,Volkswagen,GTI,1998,49133,0.11772,5783.93676
1/4/2025,New Orleans,Jacob Scott,Sherman Dyster,Volkswagen,Golf,2000,30323,0.14709,4460.21007
4/12/2019,Mesa,Victoria Taylor,Alayne Iori,Land Rover,Range Rover,1991,18976,0.117879,2236.871904
4/21/2018,Philadelphia,Layla Young,Clemmie Reville,Volkswagen,Eurovan,2000,40083,0.107946,4326.799518
1/1/2019,Boston,Abigail Jones,Susanne Gomm,Mercedes-Benz,SLK-Class,2012,25739,0.138733,3570.848687
1/2/2022,Virginia Beach,Gabriel Rivera,Barbara Pettko,Pontiac,Bonneville,1965,43548,0.109927,4787.100996
4/9/2021,Denver,Joseph Green,Moshe Pickworth,Toyota,Tacoma,1998,39576,0.070739,2799.566664
4/14/2022,Milwaukee,Benjamin Kelly,Brianne Burg,Mercury,Topaz,1984,25472,0.070166,1787.268352
6/29/2020,Miami,Anthony Hill,Derward Duding,Honda,Accord,1990,30697,0.131033,4022.320001
9/2/2024,Colorado Springs,Michael Brown,Clemmie Durdan,Ford,Freestar,2005,15513,0.062132,963.853716
9/23/2020,Denver,Benjamin Adams,Warden Craigg,Mercedes-Benz,CL-Class,2000,33811,0.099843,3375.791673
2/2/2020,Arlington,Jacob Barnes,Bari Hubber,BMW,X6,2011,18288,0.094898,1735.494624
9/10/2024,Las Vegas,Zoey Martinez,Haleigh Trunchion,Chevrolet,Camaro,1975,16666,0.145927,2432.019382
1/8/2023,Columbus,Abigail Price,Martina Ortelt,Toyota,Avalon,1999,48346,0.073988,3577.023848
